ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,sex_code,sex_desc,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,value_2020,latest_value,footnotes,nature
11,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),84,Belize,4,13,Central America,Country,-88.70199554,17.19965901,BLZ,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,2,2015,2016,"[2015, 2016]",,,,,,,,,,,,,,,,39.14,41.71,,,,,41.71,Repository: ILO-STATISTICS - Micro data processing,C: Country data
12,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),68,Bolivia (Plurinational State of),4,5,South America,Country,-64.66224284,-16.71273412,BOL,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,9,2011,2019,"[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,,,,,,,,35.66,31.5,30.91,35.46,34.45,29.95,26.75,30.44,28.08,,28.08,"[2011-2015,2017-2019]: Repository: ILO-STATISTICS - Micro data processing // [2016]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised",C: Country data
13,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),70,Bosnia and Herzegovina,5,39,Southern Europe,Country,17.78584332,44.16845548,BIH,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,13,2006,2019,"[2006, 2007, 2008, 2009, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,,,23.73,20.27,33.35,27.67,,22.6,23.03,21.42,24.16,24.18,18.78,18.83,26.12,25.43,,25.43,"[2006]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2007-2009,2011-2019]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
14,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),72,Botswana,4,18,Southern Africa,Country,23.81380223,-22.18810073,BWA,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,2,2009,2019,"[2009, 2019]",,,,,,,,,,29.55,,,,,,,,,,54.17,,54.17,[2009]: Repository: ILO-STATISTICS - Micro data processing // [2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
15,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),76,Brazil,4,5,South America,Country,-53.08432878,-10.77668561,BRA,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,17,2002,2019,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,35.02,34.22,35.67,38.07,36.3,37.68,35.83,35.22,,36.58,36.45,36.96,37.37,37.97,38.23,38.37,38.72,38.61,,38.61,"[2002-2009,2011,2013-2019]: Repository: ILO-STATISTICS - Micro data processing // [2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised",C: Country data
16,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),96,Brunei Darussalam,4,35,South-Eastern Asia,Country,114.6288563,4.49736984,BRN,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,4,2014,2019,"[2014, 2017, 2018, 2019]",,,,,,,,,,,,,,,32.51,,,36.97,34.55,32.26,,32.26,[2014]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised // [2017-2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,C: Country data
17,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),100,Bulgaria,5,151,Eastern Europe,Country,25.23763153,42.75731323,BGR,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",37.46,40.52,42.31,37.8,41.43,40.61,37.56,36.41,36.51,35.79,38.63,37,35.5,36,35.36,37.38,39.28,39.29,39.28,39.25,,39.25,"[2000,2002,2004,2006-2007,2009,2012-2019]: Repository: Eurostat special tabulation // [2001,2003,2005,2008,2010-2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
18,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),854,Burkina Faso,4,11,Western Africa,Country,-1.742843829,12.27491081,BFA,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,23.95,,,23.95,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old,C: Country data
19,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),116,Cambodia,4,35,South-Eastern Asia,Country,104.922836,12.71163737,KHM,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,10,2000,2017,"[2000, 2001, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",15.36,10.56,,,,,,,,,12.8,14.64,16.67,22.47,15.89,25.09,33.14,20.15,,,,20.15,"[2000,2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2001,2010-2011,2013-2017]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
20,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),152,Chile,4,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,4,2000,2009,"[2000, 2003, 2006, 2009]",35.52,,,42.6,,,28.61,,,28.29,,,,,,,,,,,,28.29,Repository: ILO-STATISTICS - Micro data processing,C: Country data
21,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),184,Cook Islands,4,543,Oceania (exc. Australia and New Zealand),Country,-159.7711391,-21.22696458,COK,0,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,2,2016,2019,"[2016, 2019]",,,,,,,,,,,,,,,,,31.38,,,55.98,,55.98,[2016]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age | Break in series: Methodology revised // [2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
22,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),184,Cook Islands,4,543,Oceania (exc. Australia and New Zealand),Country,-159.7711391,-21.22696458,COK,0,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,2,2016,2019,"[2016, 2019]",,,,,,,,,,,,,,,,,31.38,,,55.98,,55.98,[2016]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: Nonstandard minimum age | Break in series: Methodology revised // [2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
23,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),384,Côte d'Ivoire,4,11,Western Africa,Country,-5.552690016,7.62211586,CIV,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2017,2017,[2017],,,,,,,,,,,,,,,,,,22.16,,,,22.16,Repository: ILO-STATISTICS - Micro data processing,C: Country data
24,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),191,Croatia,5,39,Southern Europe,Country,17.95874553,45.45172212,HRV,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,18,2002,2019,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,26.75,28.26,17.51,28.21,27.47,22.72,32.1,37.2,27.43,23.57,25.77,23.87,24.37,26.12,29.5,27.88,26.09,24.27,,24.27,"[2002,2004,2007-2010,2012-2013,2015-2019]: Repository: Eurostat special tabulation // [2003,2005-2006,2011,2014]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
25,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),196,Cyprus,4,145,Western Asia,Country,33.22285964,35.05659437,CYP,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,13,2000,2016,"[2000, 2001, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]",18.49,18.55,,,,,17.23,17.69,20.44,13.76,14.32,14.67,16.44,18.7,18.14,25.22,26.99,,,,,26.99,"[2000-2001,2006-2008,2010,2012-2016]: Repository: Eurostat special tabulation // [2009,2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
26,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),203,Czechia,5,151,Eastern Europe,Country,15.33151382,49.73913871,CZE,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",26.79,29.33,28.54,31.73,30.2,31.6,30.7,29.5,29.29,28.91,27.84,24.04,23.11,24.54,26.62,27.8,23.11,24.14,26.63,26.61,,26.61,"[2000-2004,2006-2009,2012-2019]: Repository: Eurostat special tabulation // [2005,2010-2011]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
27,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),180,Democratic Republic of the Congo,4,17,Middle Africa,Country,23.65496507,-2.877154732,COD,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2005,2005,[2005],,,,,,5.73,,,,,,,,,,,,,,,,5.73,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
28,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),208,Denmark,5,154,Northern Europe,Country,9.326571283,56.03829721,DNK,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,16,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2016, 2017, 2018, 2019]",19.74,17.57,17.88,20.48,20.62,21.36,20.36,25.3,19.42,19.89,19.14,28.5,,,,,28.01,27,26.33,26.63,,26.63,"[2000-2004,2006-2007,2009-2010,2018-2019]: Repository: Eurostat special tabulation // [2005,2008,2011,2016-2017]: Repository: Eurostat special tabulation | Break in series: Methodology revised",C: Country data
29,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),214,Dominican Republic,4,29,Caribbean,Country,-70.49847576,18.89832088,DOM,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,20,2000,2019,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",36.94,40.03,31.5,39.05,40.33,45.09,45,38.58,37.51,45.37,46.2,51.83,57.97,46.59,46.67,48.92,47.44,50.49,44.79,50.19,,50.19,"[2000,2015]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2001-2014,2016-2019]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
30,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),218,Ecuador,4,5,South America,Country,-78.37005241,-1.447785891,ECU,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,17,2003,2019,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,34.41,32.92,33.67,30.18,40.11,33.6,32.68,33.55,43.86,43.23,35.55,35.59,33.32,33.95,35.15,35.26,37.1,,37.1,"[2003-2005,2007-2009,2011-2013,2015-2019]: Repository: ILO-STATISTICS - Micro data processing // [2006,2010,2014]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised",C: Country data
31,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),818,Egypt,4,15,Northern Africa,Country,29.77468534,26.57438204,EGY,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,1,2008,2008,[2008],,,,,,,,,9.01,,,,,,,,,,,,,9.01,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,C: Country data
32,5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050502,5.5.2,Proportion of women in managerial positions,2021.Q2.G.03,"['advancement of women', 'gender equality', 'women managers', 'women']",IC_GEN_MGTN,Proportion of women in senior and middle management positions (%),222,El Salvador,4,13,Central America,Country,-88.86862995,13.73603564,SLV,1,1,F,Female,,PT,Percentage,IC_GEN_MGTN__F,sex,10,2010,2019,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,,,,,,,37.64,42.93,55.83,42.69,35.58,40.67,34.08,32.65,35.74,43.13,,43.13,[2010]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old | Break in series: Methodology revised // [2011-2019]: Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,C: Country data
